date,partner_country,region,trade_type,trade_value_mn_usd
2020-04,United Kingdom,Europe,export,19.735
2020-04,India,Asia,export,35.778
2020-04,Other,Other,export,44.358
2020-05,South Africa,SADC,export,86.259
2020-05,China,Asia,export,100.681
2020-05,"Congo, DRC",Africa,export,38.689
2020-05,Botswana,SADC,export,35.954
2020-05,UAE,Middle East,export,26.577
2020-05,Zambia,SADC,export,24.19
2020-05,Mozambique,SADC,export,27.102
2020-05,Belgium,Europe,export,13.478
2020-05,United Kingdom,Europe,export,12.569
2020-05,India,Asia,export,35.012
2020-05,Other,Other,export,36.664
2020-06,South Africa,SADC,export,78.153
2020-06,China,Asia,export,91.257
2020-06,"Congo, DRC",Africa,export,37.645
2020-06,Botswana,SADC,export,38.831
2020-06,UAE,Middle East,export,25.122
2020-06,Zambia,SADC,export,19.886
2020-06,Mozambique,SADC,export,21.022
2020-06,Belgium,Europe,export,12.745
2020-06,United Kingdom,Europe,export,11.969
2020-06,India,Asia,export,21.317
2020-06,Other,Other,export,35.885
2020-07,South Africa,SADC,export,78.011
2020-07,China,Asia,export,87.375
2020-07,"Congo, DRC",Africa,export,45.659
2020-07,Botswana,SADC,export,25.224
2020-07,UAE,Middle East,export,30.531
2020-07,Zambia,SADC,export,23.588
2020-07,Mozambique,SADC,export,17.952
2020-07,Belgium,Europe,export,14.265
2020-07,United Kingdom,Europe,export,9.232
2020-07,India,Asia,export,28.067
2020-07,Other,Other,export,35.936
2020-08,South Africa,SADC,export,96.485
2020-08,China,Asia,export,108.913
2020-08,"Congo, DRC",Africa,export,43.228
2020-08,Botswana,SADC,export,37.15
2020-08,UAE,Middle East,export,24.784
2020-08,Zambia,SADC,export,24.53
2020-08,Mozambique,SADC,export,16.482
2020-08,Belgium,Europe,export,14.642
2020-08,United Kingdom,Europe,export,9.209
2020-08,India,Asia,export,27.483
2020-08,Other,Other,export,39.85
2020-09,South Africa,SADC,export,121.879
2020-09,China,Asia,export,102.053
2020-09,"Congo, DRC",Africa,export,50.698
2020-09,Botswana,SADC,export,32.699
2020-09,UAE,Middle East,export,52.696
2020-09,Zambia,SADC,export,31.818
2020-09,Mozambique,SADC,export,30.509
2020-09,Belgium,Europe,export,13.512
2020-09,United Kingdom,Europe,export,11.642
2020-09,India,Asia,export,30.165
2020-09,Other,Other,export,50.76
2020-10,South Africa,SADC,export,105.553
2020-10,China,Asia,export,140.384
2020-10,"Congo, DRC",Africa,export,44.041
2020-10,Botswana,SADC,export,39.064
2020-10,UAE,Middle East,export,45.595
2020-10,Zambia,SADC,export,23.927
2020-10,Mozambique,SADC,export,23.593
2020-10,Belgium,Europe,export,16.58
2020-10,United Kingdom,Europe,export,11.101
2020-10,India,Asia,export,24.287
2020-10,Other,Other,export,38.586
2020-11,South Africa,SADC,export,106.109
2020-11,China,Asia,export,95.217
2020-11,"Congo, DRC",Africa,export,39.114
2020-11,Botswana,SADC,export,29.765
2020-11,UAE,Middle East,export,34.486
2020-11,Zambia,SADC,export,21.251
2020-11,Mozambique,SADC,export,23.32
2020-11,Belgium,Europe,export,12.579
2020-11,United Kingdom,Europe,export,12.326
2020-11,India,Asia,export,30.128
2020-11,Other,Other,export,41.601
2020-12,South Africa,SADC,export,86.977
2020-12,China,Asia,export,95.447
2020-12,"Congo, DRC",Africa,export,40.955
2020-12,Botswana,SADC,export,41.547
2020-12,UAE,Middle East,export,25.557
2020-12,Zambia,SADC,export,25.58
2020-12,Mozambique,SADC,export,23.168
2020-12,Belgium,Europe,export,11.1
2020-12,United Kingdom,Europe,export,8.432
2020-12,India,Asia,export,22.833
2020-12,Other,Other,export,34.11
2021-01,South Africa,SADC,export,79.931
2021-01,China,Asia,export,86.297
2021-01,"Congo, DRC",Africa,export,42.537
2021-01,Botswana,SADC,export,33.769
2021-01,UAE,Middle East,export,32.261
2021-01,Zambia,SADC,export,18.374
2021-01,Mozambique,SADC,export,18.753
2021-01,Belgium,Europe,export,16.755
2021-01,United Kingdom,Europe,export,8.851
2021-01,India,Asia,export,22.271
2021-01,Other,Other,export,33.073
2021-02,South Africa,SADC,export,122.95
2021-02,China,Asia,export,122.801
2021-02,"Congo, DRC",Africa,export,51.791
2021-02,Botswana,SADC,export,35.99
2021-02,UAE,Middle East,export,35.624
2021-02,Zambia,SADC,export,23.424
2021-02,Mozambique,SADC,export,34.057
2021-02,Belgium,Europe,export,12.2
2021-02,United Kingdom,Europe,export,11.057
2021-02,India,Asia,export,34.974
2021-02,Other,Other,export,43.158
2021-03,South Africa,SADC,export,132.481
2021-03,China,Asia,export,160.918
2021-03,"Congo, DRC",Africa,export,58.077
2021-03,Botswana,SADC,export,54.13
2021-03,UAE,Middle East,export,41.99
2021-03,Zambia,SADC,export,28.882
2021-03,Mozambique,SADC,export,31.639
2021-03,Belgium,Europe,export,25.502
2021-03,United Kingdom,Europe,export,13.335
2021-03,India,Asia,export,48.34
2021-03,Other,Other,export,53.018
2021-04,South Africa,SADC,export,129.971
2021-04,China,Asia,export,150.603
2021-04,"Congo, DRC",Africa,export,67.021
2021-04,Botswana,SADC,export,37.54
2021-04,UAE,Middle East,export,37.287
2021-04,Zambia,SADC,export,33.036
2021-04,Mozambique,SADC,export,26.165
2021-04,Belgium,Europe,export,25.401
2021-04,United Kingdom,Europe,export,18.347
2021-04,India,Asia,export,45.778
2021-04,Other,Other,export,47.664
2021-05,South Africa,SADC,export,94.664
2021-05,China,Asia,export,113.09
2021-05,"Congo, DRC",Africa,export,53.992
2021-05,Botswana,SADC,export,51.707
2021-05,UAE,Middle East,export,40.606
2021-05,Zambia,SADC,export,33.2
2021-05,Mozambique,SADC,export,29.068
2021-05,Belgium,Europe,export,13.758
2021-05,United Kingdom,Europe,export,9.86
2021-05,India,Asia,export,24.168
2021-05,Other,Other,export,36.857
2021-06,South Africa,SADC,export,121.656
2021-06,China,Asia,export,113.013
2021-06,"Congo, DRC",Africa,export,53.095
2021-06,Botswana,SADC,export,36.493
2021-06,UAE,Middle East,export,38.954
2021-06,Zambia,SADC,export,26.06
2021-06,Mozambique,SADC,export,18.429
2021-06,Belgium,Europe,export,11.82
2021-06,United Kingdom,Europe,export,14.816
2021-06,India,Asia,export,24.296
2021-06,Other,Other,export,41.224
2021-07,South Africa,SADC,export,103.655
2021-07,China,Asia,export,95.692
2021-07,"Congo, DRC",Africa,export,53.561
2021-07,Botswana,SADC,export,45.039
2021-07,UAE,Middle East,export,27.661
2021-07,Zambia,SADC,export,22.373
2021-07,Mozambique,SADC,export,23.593
2021-07,Belgium,Europe,export,21.018
2021-07,United Kingdom,Europe,export,10.097
2021-07,India,Asia,export,32.878
2021-07,Other,Other,export,36.965
2021-08,South Africa,SADC,export,118.242
2021-08,China,Asia,export,117.204
2021-08,"Congo, DRC",Africa,export,53.971
2021-08,Botswana,SADC,export,40.647
2021-08,UAE,Middle East,export,59.021
2021-08,Zambia,SADC,export,37.874
2021-08,Mozambique,SADC,export,27.084
2021-08,Belgium,Europe,export,17.8
2021-08,United Kingdom,Europe,export,11.937
2021-08,India,Asia,export,47.396
2021-08,Other,Other,export,42.347
2021-09,South Africa,SADC,export,122.399
2021-09,China,Asia,export,143.911
2021-09,"Congo, DRC",Africa,export,52.757
2021-09,Botswana,SADC,export,46.402
2021-09,UAE,Middle East,export,39.16
2021-09,Zambia,SADC,export,36.459
2021-09,Mozambique,SADC,export,41.628
2021-09,Belgium,Europe,export,18.03
2021-09,United Kingdom,Europe,export,15.216
2021-09,India,Asia,export,44.122
2021-09,Other,Other,export,39.431
2021-10,South Africa,SADC,export,101.84
2021-10,China,Asia,export,122.847
2021-10,"Congo, DRC",Africa,export,59.002
2021-10,Botswana,SADC,export,42.664
2021-10,UAE,Middle East,export,44.606
2021-10,Zambia,SADC,export,24.02
2021-10,Mozambique,SADC,export,30.493
2021-10,Belgium,Europe,export,14.651
2021-10,United Kingdom,Europe,export,9.459
2021-10,India,Asia,export,33.445
2021-10,Other,Other,export,38.396
2021-11,South Africa,SADC,export,104.308
2021-11,China,Asia,export,95.766
2021-11,"Congo, DRC",Africa,export,39.379
2021-11,Botswana,SADC,export,31.984
2021-11,UAE,Middle East,export,26.806
2021-11,Zambia,SADC,export,18.753
2021-11,Mozambique,SADC,export,20.326
2021-11,Belgium,Europe,export,10.48
2021-11,United Kingdom,Europe,export,12.197
2021-11,India,Asia,export,36.859
2021-11,Other,Other,export,30.789
2021-12,South Africa,SADC,export,98.184
2021-12,China,Asia,export,82.7
2021-12,"Congo, DRC",Africa,export,46.255
2021-12,Botswana,SADC,export,32.145
2021-12,UAE,Middle East,export,30.432
2021-12,Zambia,SADC,export,26.738
2021-12,Mozambique,SADC,export,21.178
2021-12,Belgium,Europe,export,9.547
2021-12,United Kingdom,Europe,export,11.542
2021-12,India,Asia,export,27.271
2021-12,Other,Other,export,30.515
2022-01,South Africa,SADC,export,125.556
2022-01,China,Asia,export,158.476
2022-01,"Congo, DRC",Africa,export,64.512
2022-01,Botswana,SADC,export,44.787
2022-01,UAE,Middle East,export,44.984
2022-01,Zambia,SADC,export,27.425
2022-01,Mozambique,SADC,export,26.936
2022-01,Belgium,Europe,export,17.126
2022-01,United Kingdom,Europe,export,13.023
2022-01,India,Asia,export,42.153
2022-01,Other,Other,export,46.737
2022-02,South Africa,SADC,export,146.666
2022-02,China,Asia,export,211.046
2022-02,"Congo, DRC",Africa,export,91.822
2022-02,Botswana,SADC,export,63.427
2022-02,UAE,Middle East,export,52.817
2022-02,Zambia,SADC,export,48.848
2022-02,Mozambique,SADC,export,45.376
2022-02,Belgium,Europe,export,30.997
2022-02,United Kingdom,Europe,export,19.84
2022-02,India,Asia,export,49.659
2022-02,Other,Other,export,64.483
2022-03,South Africa,SADC,export,172.468
2022-03,China,Asia,export,230.757
2022-03,"Congo, DRC",Africa,export,138.408
2022-03,Botswana,SADC,export,64.218
2022-03,UAE,Middle East,export,56.093
2022-03,Zambia,SADC,export,49.651
2022-03,Mozambique,SADC,export,47.187
2022-03,Belgium,Europe,export,36.638
2022-03,United Kingdom,Europe,export,23.277
2022-03,India,Asia,export,66.338
2022-03,Other,Other,export,60.618
2022-04,South Africa,SADC,export,195.327
2022-04,China,Asia,export,210.995
2022-04,"Congo, DRC",Africa,export,107.13
2022-04,Botswana,SADC,export,73.313
2022-04,UAE,Middle East,export,50.754
2022-04,Zambia,SADC,export,65.631
2022-04,Mozambique,SADC,export,39.182
2022-04,Belgium,Europe,export,27.198
2022-04,United Kingdom,Europe,export,19.516
2022-04,India,Asia,export,68.595
2022-04,Other,Other,export,65.914
2022-05,South Africa,SADC,export,159.631
2022-05,China,Asia,export,193.931
2022-05,"Congo, DRC",Africa,export,105.143
2022-05,Botswana,SADC,export,54.204
2022-05,UAE,Middle East,export,59.719
2022-05,Zambia,SADC,export,46.069
2022-05,Mozambique,SADC,export,42.444
2022-05,Belgium,Europe,export,20.487
2022-05,United Kingdom,Europe,export,16.229
2022-05,India,Asia,export,53.399
2022-05,Other,Other,export,62.94
2022-06,South Africa,SADC,export,108.07
2022-06,China,Asia,export,157.786
2022-06,"Congo, DRC",Africa,export,67.41
2022-06,Botswana,SADC,export,56.166
2022-06,UAE,Middle East,export,35.191
2022-06,Zambia,SADC,export,34.73
2022-06,Mozambique,SADC,export,30.376
2022-06,Belgium,Europe,export,18.144
2022-06,United Kingdom,Europe,export,12.695
2022-06,India,Asia,export,44.503
2022-06,Other,Other,export,43.348
2022-07,South Africa,SADC,export,150.85
2022-07,China,Asia,export,151.332
2022-07,"Congo, DRC",Africa,export,70.267
2022-07,Botswana,SADC,export,53.316
2022-07,UAE,Middle East,export,39.41
2022-07,Zambia,SADC,export,38.847
2022-07,Mozambique,SADC,export,38.596
2022-07,Belgium,Europe,export,18.608
2022-07,United Kingdom,Europe,export,19.516
2022-07,India,Asia,export,61.188
2022-07,Other,Other,export,78.688
2022-08,South Africa,SADC,export,149.144
2022-08,China,Asia,export,205.127
2022-08,"Congo, DRC",Africa,export,84.41
2022-08,Botswana,SADC,export,62.276
2022-08,UAE,Middle East,export,48.315
2022-08,Zambia,SADC,export,42.543
2022-08,Mozambique,SADC,export,29.468
2022-08,Belgium,Europe,export,21.491
2022-08,United Kingdom,Europe,export,15.288
2022-08,India,Asia,export,65.308
2022-08,Other,Other,export,55.772
2022-09,South Africa,SADC,export,151.584
2022-09,China,Asia,export,210.487
2022-09,"Congo, DRC",Africa,export,80.009
2022-09,Botswana,SADC,export,94.71
2022-09,UAE,Middle East,export,50.414
2022-09,Zambia,SADC,export,86.511
2022-09,Mozambique,SADC,export,38.885
2022-09,Belgium,Europe,export,21.169
2022-09,United Kingdom,Europe,export,14.598
2022-09,India,Asia,export,60.81
2022-09,Other,Other,export,50.979
2022-10,South Africa,SADC,export,171.296
2022-10,China,Asia,export,208.46
2022-10,"Congo, DRC",Africa,export,70.546
2022-10,Botswana,SADC,export,82.44
2022-10,UAE,Middle East,export,51.151
2022-10,Zambia,SADC,export,40.045
2022-10,Mozambique,SADC,export,31.604
2022-10,Belgium,Europe,export,21.693
2022-10,United Kingdom,Europe,export,19.845
2022-10,India,Asia,export,44.793
2022-10,Other,Other,export,63.233
2022-11,South Africa,SADC,export,139.968
2022-11,China,Asia,export,165.945
2022-11,"Congo, DRC",Africa,export,65.935
2022-11,Botswana,SADC,export,61.522
2022-11,UAE,Middle East,export,39.516
2022-11,Zambia,SADC,export,36.553
2022-11,Mozambique,SADC,export,28.685
2022-11,Belgium,Europe,export,19.518
2022-11,United Kingdom,Europe,export,14.339
2022-11,India,Asia,export,38.424
2022-11,Other,Other,export,48.815
2022-12,South Africa,SADC,export,106.153
2022-12,China,Asia,export,151.695
2022-12,"Congo, DRC",Africa,export,59.911
2022-12,Botswana,SADC,export,56.08
2022-12,UAE,Middle East,export,35.276
2022-12,Zambia,SADC,export,23.769
2022-12,Mozambique,SADC,export,28.757
2022-12,Belgium,Europe,export,16.539
2022-12,United Kingdom,Europe,export,14.191
2022-12,India,Asia,export,40.194
2022-12,Other,Other,export,54.672
2023-01,South Africa,SADC,export,102.751
2023-01,China,Asia,export,107.581
2023-01,"Congo, DRC",Africa,export,41.383
2023-01,Botswana,SADC,export,51.105
2023-01,UAE,Middle East,export,34.818
2023-01,Zambia,SADC,export,32.581
2023-01,Mozambique,SADC,export,20.744
2023-01,Belgium,Europe,export,15.125
2023-01,United Kingdom,Europe,export,7.762
2023-01,India,Asia,export,25.422
2023-01,Other,Other,export,42.27
2023-02,South Africa,SADC,export,127.062
2023-02,China,Asia,export,155.691
2023-02,"Congo, DRC",Africa,export,71.537
2023-02,Botswana,SADC,export,53.84
2023-02,UAE,Middle East,export,54.949
2023-02,Zambia,SADC,export,40.068
2023-02,Mozambique,SADC,export,30.187
2023-02,Belgium,Europe,export,14.365
2023-02,United Kingdom,Europe,export,22.374
2023-02,India,Asia,export,58.653
2023-02,Other,Other,export,43.137
2023-03,South Africa,SADC,export,134.67
2023-03,China,Asia,export,186.835
2023-03,"Congo, DRC",Africa,export,66.704
2023-03,Botswana,SADC,export,56.113
2023-03,UAE,Middle East,export,66.84
2023-03,Zambia,SADC,export,39.03
2023-03,Mozambique,SADC,export,51.711
2023-03,Belgium,Europe,export,18.894
2023-03,United Kingdom,Europe,export,22.632
2023-03,India,Asia,export,50.223
2023-03,Other,Other,export,41.582
2023-04,South Africa,SADC,export,165.617
2023-04,China,Asia,export,162.054
2023-04,"Congo, DRC",Africa,export,73.083
2023-04,Botswana,SADC,export,43.29
2023-04,UAE,Middle East,export,57.049
2023-04,Zambia,SADC,export,41.868
2023-04,Mozambique,SADC,export,44.117
2023-04,Belgium,Europe,export,15.153
2023-04,United Kingdom,Europe,export,11.769
2023-04,India,Asia,export,51.311
2023-04,Other,Other,export,63.882
2023-05,South Africa,SADC,export,116.876
2023-05,China,Asia,export,129.627
2023-05,"Congo, DRC",Africa,export,67.133
2023-05,Botswana,SADC,export,36.446
2023-05,UAE,Middle East,export,43.738
2023-05,Zambia,SADC,export,25.935
2023-05,Mozambique,SADC,export,33.16
2023-05,Belgium,Europe,export,13.412
2023-05,United Kingdom,Europe,export,12.112
2023-05,India,Asia,export,50.547
2023-05,Other,Other,export,57.31
2023-06,South Africa,SADC,export,97.485
2023-06,China,Asia,export,121.139
2023-06,"Congo, DRC",Africa,export,61.394
2023-06,Botswana,SADC,export,38.602
2023-06,UAE,Middle East,export,31.655
2023-06,Zambia,SADC,export,20.496
2023-06,Mozambique,SADC,export,25.731
2023-06,Belgium,Europe,export,11.673
2023-06,United Kingdom,Europe,export,12.206
2023-06,India,Asia,export,32.322
2023-06,Other,Other,export,50.219
2023-07,South Africa,SADC,export,111.985
2023-07,China,Asia,export,134.159
2023-07,"Congo, DRC",Africa,export,60.625
2023-07,Botswana,SADC,export,52.187
2023-07,UAE,Middle East,export,51.686
2023-07,Zambia,SADC,export,31.685
2023-07,Mozambique,SADC,export,46.507
2023-07,Belgium,Europe,export,15.82
2023-07,United Kingdom,Europe,export,10.736
2023-07,India,Asia,export,44.915
2023-07,Other,Other,export,37.738
2023-08,South Africa,SADC,export,139.851
2023-08,China,Asia,export,172.459
2023-08,"Congo, DRC",Africa,export,65.696
2023-08,Botswana,SADC,export,43.38
2023-08,UAE,Middle East,export,47.816
2023-08,Zambia,SADC,export,46.266
2023-08,Mozambique,SADC,export,34.793
2023-08,Belgium,Europe,export,20.52
2023-08,United Kingdom,Europe,export,16.453
2023-08,India,Asia,export,38.437
2023-08,Other,Other,export,44.998
2023-09,South Africa,SADC,export,132.833
2023-09,China,Asia,export,136.15
2023-09,"Congo, DRC",Africa,export,74.566
2023-09,Botswana,SADC,export,40.095
2023-09,UAE,Middle East,export,42.056
2023-09,Zambia,SADC,export,40.121
2023-09,Mozambique,SADC,export,30.114
2023-09,Belgium,Europe,export,17.174
2023-09,United Kingdom,Europe,export,24.363
2023-09,India,Asia,export,50.53
2023-09,Other,Other,export,44.732
2023-10,South Africa,SADC,export,109.165
2023-10,China,Asia,export,172.008
2023-10,"Congo, DRC",Africa,export,63.75
2023-10,Botswana,SADC,export,46.533
2023-10,UAE,Middle East,export,46.17
2023-10,Zambia,SADC,export,30.311
2023-10,Mozambique,SADC,export,27.693
2023-10,Belgium,Europe,export,14.871
2023-10,United Kingdom,Europe,export,10.48
2023-10,India,Asia,export,37.695
2023-10,Other,Other,export,51.731
2023-11,South Africa,SADC,export,95.919
2023-11,China,Asia,export,109.07
2023-11,"Congo, DRC",Africa,export,58.941
2023-11,Botswana,SADC,export,41.315
2023-11,UAE,Middle East,export,35.723
2023-11,Zambia,SADC,export,26.896
2023-11,Mozambique,SADC,export,19.706
2023-11,Belgium,Europe,export,15.942
2023-11,United Kingdom,Europe,export,8.083
2023-11,India,Asia,export,40.734
2023-11,Other,Other,export,50.383
2023-12,South Africa,SADC,export,111.663
2023-12,China,Asia,export,116.614
2023-12,"Congo, DRC",Africa,export,50.675
2023-12,Botswana,SADC,export,39.105
2023-12,UAE,Middle East,export,32.182
2023-12,Zambia,SADC,export,25.736
2023-12,Mozambique,SADC,export,20.613
2023-12,Belgium,Europe,export,18.95
2023-12,United Kingdom,Europe,export,10.882
2023-12,India,Asia,export,38.251
2023-12,Other,Other,export,33.717
2024-01,South Africa,SADC,export,93.642
2024-01,China,Asia,export,113.911
2024-01,"Congo, DRC",Africa,export,47.133
2024-01,Botswana,SADC,export,37.718
2024-01,UAE,Middle East,export,43.13
2024-01,Zambia,SADC,export,27.811
2024-01,Mozambique,SADC,export,26.471
2024-01,Belgium,Europe,export,15.658
2024-01,United Kingdom,Europe,export,8.974
2024-01,India,Asia,export,36.034
2024-01,Other,Other,export,40.239
2024-02,South Africa,SADC,export,135.951
2024-02,China,Asia,export,174.743
2024-02,"Congo, DRC",Africa,export,63.158
2024-02,Botswana,SADC,export,49.368
2024-02,UAE,Middle East,export,39.978
2024-02,Zambia,SADC,export,29.827
2024-02,Mozambique,SADC,export,42.946
2024-02,Belgium,Europe,export,14.536
2024-02,United Kingdom,Europe,export,10.118
2024-02,India,Asia,export,53.067
2024-02,Other,Other,export,51.917
2024-03,South Africa,SADC,export,137.787
2024-03,China,Asia,export,217.165
2024-03,"Congo, DRC",Africa,export,97.218
2024-03,Botswana,SADC,export,53.903
2024-03,UAE,Middle East,export,56.862
2024-03,Zambia,SADC,export,34.306
2024-03,Mozambique,SADC,export,46.88
2024-03,Belgium,Europe,export,20.138
2024-03,United Kingdom,Europe,export,13.444
2024-03,India,Asia,export,57.872
2024-03,Other,Other,export,54.325
2024-04,South Africa,SADC,export,156.914
2024-04,China,Asia,export,215.758
2024-04,"Congo, DRC",Africa,export,85.968
2024-04,Botswana,SADC,export,61.962
2024-04,UAE,Middle East,export,50.532
2024-04,Zambia,SADC,export,33.584
2024-04,Mozambique,SADC,export,32.574
2024-04,Belgium,Europe,export,17.157
2024-04,United Kingdom,Europe,export,17.381
2024-04,India,Asia,export,44.701
2024-04,Other,Other,export,48.13
2024-05,South Africa,SADC,export,94.052
2024-05,China,Asia,export,155.566
2024-05,"Congo, DRC",Africa,export,55.482
2024-05,Botswana,SADC,export,58.746
2024-05,UAE,Middle East,export,47.857
2024-05,Zambia,SADC,export,22.458
2024-05,Mozambique,SADC,export,23.294
2024-05,Belgium,Europe,export,13.174
2024-05,United Kingdom,Europe,export,9.69
2024-05,India,Asia,export,36.478
2024-05,Other,Other,export,52.769
2024-06,South Africa,SADC,export,95.001
2024-06,China,Asia,export,130.516
2024-06,"Congo, DRC",Africa,export,62.778
2024-06,Botswana,SADC,export,42.481
2024-06,UAE,Middle East,export,46.07
2024-06,Zambia,SADC,export,30.377
2024-06,Mozambique,SADC,export,20.385
2024-06,Belgium,Europe,export,10.242
2024-06,United Kingdom,Europe,export,7.658
2024-06,India,Asia,export,31.416
2024-06,Other,Other,export,43.916
2024-07,South Africa,SADC,export,97.551
2024-07,China,Asia,export,126.901
2024-07,"Congo, DRC",Africa,export,58.305
2024-07,Botswana,SADC,export,51.097
2024-07,UAE,Middle East,export,56.271
2024-07,Zambia,SADC,export,23.588
2024-07,Mozambique,SADC,export,46.673
2024-07,Belgium,Europe,export,10.694
2024-07,United Kingdom,Europe,export,13.666
2024-07,India,Asia,export,33.153
2024-07,Other,Other,export,34.502
2024-08,South Africa,SADC,export,137.929
2024-08,China,Asia,export,156.477
2024-08,"Congo, DRC",Africa,export,67.089
2024-08,Botswana,SADC,export,53.299
2024-08,UAE,Middle East,export,47.681
2024-08,Zambia,SADC,export,37.734
2024-08,Mozambique,SADC,export,29.027
2024-08,Belgium,Europe,export,22.339
2024-08,United Kingdom,Europe,export,10.458
2024-08,India,Asia,export,51.002
2024-08,Other,Other,export,38.17
2024-09,South Africa,SADC,export,182.203
2024-09,China,Asia,export,177.079
2024-09,"Congo, DRC",Africa,export,86.38
2024-09,Botswana,SADC,export,54.877
2024-09,UAE,Middle East,export,61.297
2024-09,Zambia,SADC,export,36.28
2024-09,Mozambique,SADC,export,31.508
2024-09,Belgium,Europe,export,16.216
2024-09,United Kingdom,Europe,export,14.334
2024-09,India,Asia,export,42.759
2024-09,Other,Other,export,50.645
2024-10,South Africa,SADC,export,120.889
2024-10,China,Asia,export,148.147
2024-10,"Congo, DRC",Africa,export,68.425
2024-10,Botswana,SADC,export,50.475
2024-10,UAE,Middle East,export,49.405
2024-10,Zambia,SADC,export,29.245
2024-10,Mozambique,SADC,export,51.841
2024-10,Belgium,Europe,export,17.98
2024-10,United Kingdom,Europe,export,8.617
2024-10,India,Asia,export,41.824
2024-10,Other,Other,export,42.592
2024-11,South Africa,SADC,export,95.387
2024-11,China,Asia,export,119.881
2024-11,"Congo, DRC",Africa,export,44.669
2024-11,Botswana,SADC,export,40.272
2024-11,UAE,Middle East,export,42.003
2024-11,Zambia,SADC,export,29.991
2024-11,Mozambique,SADC,export,28.087
2024-11,Belgium,Europe,export,10.385
2024-11,United Kingdom,Europe,export,11.124
2024-11,India,Asia,export,45.932
2024-11,Other,Other,export,33.549
2024-12,South Africa,SADC,export,95.413
2024-12,China,Asia,export,123.015
2024-12,"Congo, DRC",Africa,export,48.013
2024-12,Botswana,SADC,export,36.368
2024-12,UAE,Middle East,export,41.567
2024-12,Zambia,SADC,export,24.235
2024-12,Mozambique,SADC,export,27.052
2024-12,Belgium,Europe,export,16.844
2024-12,United Kingdom,Europe,export,7.839
2024-12,India,Asia,export,57.661
2024-12,Other,Other,export,32.792
2025-01,South Africa,SADC,export,106.044
2025-01,China,Asia,export,168.441
2025-01,"Congo, DRC",Africa,export,58.124
2025-01,Botswana,SADC,export,50.678
2025-01,UAE,Middle East,export,36.37
2025-01,Zambia,SADC,export,26.365
2025-01,Mozambique,SADC,export,29.245
2025-01,Belgium,Europe,export,10.8
2025-01,United Kingdom,Europe,export,9.943
2025-01,India,Asia,export,44.508
2025-01,Other,Other,export,37.056
2025-02,South Africa,SADC,export,129.692
2025-02,China,Asia,export,198.489
2025-02,"Congo, DRC",Africa,export,69.081
2025-02,Botswana,SADC,export,72.997
2025-02,UAE,Middle East,export,63.033
2025-02,Zambia,SADC,export,40.05
2025-02,Mozambique,SADC,export,34.986
2025-02,Belgium,Europe,export,13.626
2025-02,United Kingdom,Europe,export,9.707
2025-02,India,Asia,export,54.091
2025-02,Other,Other,export,45.709
2025-03,South Africa,SADC,export,123.498
2025-03,China,Asia,export,232.275
2025-03,"Congo, DRC",Africa,export,87.784
2025-03,Botswana,SADC,export,62.396
2025-03,UAE,Middle East,export,46.569
2025-03,Zambia,SADC,export,48.326
2025-03,Mozambique,SADC,export,35.611
2025-03,Belgium,Europe,export,16.454
2025-03,United Kingdom,Europe,export,13.471
2025-03,India,Asia,export,48.437
2025-03,Other,Other,export,49.111
2025-04,South Africa,SADC,export,131.318
2025-04,China,Asia,export,183.766
2025-04,"Congo, DRC",Africa,export,86.43
2025-04,Botswana,SADC,export,60.235
2025-04,UAE,Middle East,export,80.775
2025-04,Zambia,SADC,export,33.366
2025-04,Mozambique,SADC,export,59.387
2025-04,Belgium,Europe,export,16.143
2025-04,United Kingdom,Europe,export,10.535
2025-04,India,Asia,export,55.462
2025-04,Other,Other,export,43.937
2025-05,South Africa,SADC,export,129.141
2025-05,China,Asia,export,171.753
2025-05,"Congo, DRC",Africa,export,59.501
2025-05,Botswana,SADC,export,60.045
2025-05,UAE,Middle East,export,42.425
2025-05,Zambia,SADC,export,31.776
2025-05,Mozambique,SADC,export,34.593
2025-05,Belgium,Europe,export,19.586
2025-05,United Kingdom,Europe,export,8.881
2025-05,India,Asia,export,58.796
2025-05,Other,Other,export,43.86
2025-06,South Africa,SADC,export,92.782
2025-06,China,Asia,export,160.016
2025-06,"Congo, DRC",Africa,export,52.506
2025-06,Botswana,SADC,export,42.633
2025-06,UAE,Middle East,export,37.553
2025-06,Zambia,SADC,export,26.265
2025-06,Mozambique,SADC,export,28.135
2025-06,Belgium,Europe,export,16.37
2025-06,United Kingdom,Europe,export,8.776
2025-06,India,Asia,export,40.648
2025-06,Other,Other,export,33.186
2025-07,South Africa,SADC,export,109.716
2025-07,China,Asia,export,156.35
2025-07,"Congo, DRC",Africa,export,59.142
2025-07,Botswana,SADC,export,56.298
2025-07,UAE,Middle East,export,45.349
2025-07,Zambia,SADC,export,28.451
2025-07,Mozambique,SADC,export,25.438
2025-07,Belgium,Europe,export,18.152
2025-07,United Kingdom,Europe,export,7.899
2025-07,India,Asia,export,37.937
2025-07,Other,Other,export,57.306
2025-08,South Africa,SADC,export,130.887
2025-08,China,Asia,export,199.417
2025-08,"Congo, DRC",Africa,export,75.755
2025-08,Botswana,SADC,export,44.434
2025-08,UAE,Middle East,export,71.973
2025-08,Zambia,SADC,export,31.555
2025-08,Mozambique,SADC,export,32.051
2025-08,Belgium,Europe,export,17.116
2025-08,United Kingdom,Europe,export,10.663
